Drug,URL
Cosmegen ,https://www.webmd.com/drugs/drugreview-9096-Cosmegen-intravenous.aspx?drugid=9096&drugname=Cosmegen-intravenous
Dactinomycin,https://www.webmd.com/drugs/drugreview-19921-dactinomycin-intravenous.aspx?drugid=19921&drugname=dactinomycin-intravenous
Cotellic ,https://www.webmd.com/drugs/drugreview-170421-Cotellic-oral.aspx?drugid=170421&drugname=Cotellic-oral
Crizotinib,https://www.webmd.com/drugs/drugreview-156966-crizotinib-oral.aspx?drugid=156966&drugname=crizotinib-oral
Cyclophosphamide,https://www.webmd.com/drugs/drugreview-6093-cyclophosphamide-oral.aspx?drugid=6093&drugname=cyclophosphamide-oral
Cyclophosphamide Vial,https://www.webmd.com/drugs/drugreview-19924-cyclophosphamide-intravenous.aspx?drugid=19924&drugname=cyclophosphamide-intravenous
Cyclophosphamide (Bulk) 100 % Powder,https://www.webmd.com/drugs/drugreview-148230-cyclophosphamide-bulk.aspx?drugid=148230&drugname=cyclophosphamide-bulk
Cyramza ,https://www.webmd.com/drugs/drugreview-166218-Cyramza-intravenous.aspx?drugid=166218&drugname=Cyramza-intravenous
Ramucirumab,https://www.webmd.com/drugs/drugreview-166215-ramucirumab-intravenous.aspx?drugid=166215&drugname=ramucirumab-intravenous
Cytarabine Vial,https://www.webmd.com/drugs/drugreview-384-cytarabine-injection.aspx?drugid=384&drugname=cytarabine-injection
Cytarabine Liposome (PF) Suspension,https://www.webmd.com/drugs/drugreview-17120-cytarabine-liposome-PF-intrathecal.aspx?drugid=17120&drugname=cytarabine-liposome-PF-intrathecal
"Daunorubicin-Cytarabine Lipos Solution, Reconstituted (Recon Soln)",https://www.webmd.com/drugs/drugreview-174003-daunorubicin-and-cytarabine-liposomal-intravenous.aspx?drugid=174003&drugname=daunorubicin-and-cytarabine-liposomal-intravenous
Cytarabine (PF) 500 Mg Solution For Injection,https://www.webmd.com/drugs/drugreview-152109-cytarabine-PF-injection.aspx?drugid=152109&drugname=cytarabine-PF-injection
"Cytosar-U Solution, Reconstituted (Recon Soln)",https://www.webmd.com/drugs/drugreview-10443-Cytosar-U-injection.aspx?drugid=10443&drugname=Cytosar-U-injection
Cytosar-U Powder W/Diluent 500 Mg Solution For Injection,https://www.webmd.com/drugs/drugreview-52893-Cytosar-U-Powder-W-Diluent-injection.aspx?drugid=52893&drugname=Cytosar-U-Powder-W-Diluent-injection
Dabrafenib,https://www.webmd.com/drugs/drugreview-164393-dabrafenib-oral.aspx?drugid=164393&drugname=dabrafenib-oral
Dacarbazine Vial,https://www.webmd.com/drugs/drugreview-1568-dacarbazine-intravenous.aspx?drugid=1568&drugname=dacarbazine-intravenous
Dacarbazine Powder,https://www.webmd.com/drugs/drugreview-7459-dacarbazine-bulk.aspx?drugid=7459&drugname=dacarbazine-bulk
Dacogen ,https://www.webmd.com/drugs/drugreview-144322-Dacogen-intravenous.aspx?drugid=144322&drugname=Dacogen-intravenous
Decitabine,https://www.webmd.com/drugs/drugreview-144319-decitabine-intravenous.aspx?drugid=144319&drugname=decitabine-intravenous
Dacomitinib,https://www.webmd.com/drugs/drugreview-176172-dacomitinib-oral.aspx?drugid=176172&drugname=dacomitinib-oral
Daratumumab,https://www.webmd.com/drugs/drugreview-170456-daratumumab-intravenous.aspx?drugid=170456&drugname=daratumumab-intravenous
Darzalex ,https://www.webmd.com/drugs/drugreview-170471-Darzalex-intravenous.aspx?drugid=170471&drugname=Darzalex-intravenous
Dasatinib,https://www.webmd.com/drugs/drugreview-144638-dasatinib-oral.aspx?drugid=144638&drugname=dasatinib-oral
Defitelio ,https://www.webmd.com/drugs/drugreview-171496-Defitelio-intravenous.aspx?drugid=171496&drugname=Defitelio-intravenous
Degarelix,https://www.webmd.com/drugs/drugreview-151919-degarelix-subcutaneous.aspx?drugid=151919&drugname=degarelix-subcutaneous
Denileukin Diftitox,https://www.webmd.com/drugs/drugreview-16972-denileukin-diftitox-intravenous.aspx?drugid=16972&drugname=denileukin-diftitox-intravenous
Denosumab Solution,https://www.webmd.com/drugs/drugreview-154217-denosumab-subcutaneous.aspx?drugid=154217&drugname=denosumab-subcutaneous
DepoCyt ,https://www.webmd.com/drugs/drugreview-17361-DepoCyt-PF-intrathecal.aspx?drugid=17361&drugname=DepoCyt-PF-intrathecal
Dexamethasone,https://www.webmd.com/drugs/drugreview-1027-dexamethasone-oral.aspx?drugid=1027&drugname=dexamethasone-oral
Dexamethasone Insert,https://www.webmd.com/drugs/drugreview-176663-dexamethasone-intracanalicular.aspx?drugid=176663&drugname=dexamethasone-intracanalicular
Dexamethasone Intensol,https://www.webmd.com/drugs/drugreview-16235-Dexamethasone-Intensol-oral.aspx?drugid=16235&drugname=Dexamethasone-Intensol-oral
Dexamethasone Implant,https://www.webmd.com/drugs/drugreview-152935-dexamethasone-intravitreal.aspx?drugid=152935&drugname=dexamethasone-intravitreal
Sk-Dexamethasone Tablet,https://www.webmd.com/drugs/drugreview-52918-Sk-Dexamethasone-oral.aspx?drugid=52918&drugname=Sk-Dexamethasone-oral
Dexamethasone Bristoject Syringe,https://www.webmd.com/drugs/drugreview-91979-Dexamethasone-Bristoject-injection.aspx?drugid=91979&drugname=Dexamethasone-Bristoject-injection
Dexamethasone Acetate LA Suspension,https://www.webmd.com/drugs/drugreview-52941-Dexamethasone-Acetate-LA-injection.aspx?drugid=52941&drugname=Dexamethasone-Acetate-LA-injection
Gatifloxacin-Dexamethasone Drops,https://www.webmd.com/drugs/drugreview-175424-gatifloxacin-dexamethasone-sodium-phosphate-ophthalmic-eye.aspx?drugid=175424&drugname=gatifloxacin-dexamethasone-sodium-phosphate-ophthalmic-eye
"Ciprofloxacin-Dexamethasone Drops, Suspension",https://www.webmd.com/drugs/drugreview-76575-ciprofloxacin-dexamethasone-otic-ear.aspx?drugid=76575&drugname=ciprofloxacin-dexamethasone-otic-ear
Dinutuximab,https://www.webmd.com/drugs/drugreview-168737-dinutuximab-intravenous.aspx?drugid=168737&drugname=dinutuximab-intravenous
Docetaxel,https://www.webmd.com/drugs/drugreview-4890-docetaxel-intravenous.aspx?drugid=4890&drugname=docetaxel-intravenous
Doxil ,https://www.webmd.com/drugs/drugreview-12120-Doxil-intravenous.aspx?drugid=12120&drugname=Doxil-intravenous
Durvalumab,https://www.webmd.com/drugs/drugreview-173583-durvalumab-intravenous.aspx?drugid=173583&drugname=durvalumab-intravenous
Efudex Cream,https://www.webmd.com/drugs/drugreview-3723-Efudex-topical.aspx?drugid=3723&drugname=Efudex-topical
Efudex Occlusion Pack Kit,https://www.webmd.com/drugs/drugreview-94830-Efudex-Occlusion-Pack-topical.aspx?drugid=94830&drugname=Efudex-Occlusion-Pack-topical
Eligard Syringe,https://www.webmd.com/drugs/drugreview-172378-Eligard-4-month-subcutaneous.aspx?drugid=172378&drugname=Eligard-4-month-subcutaneous
Eligard 45 Mg (6 Month) Subcutaneous Syringe,https://www.webmd.com/drugs/drugreview-172380-Eligard-6-month-subcutaneous.aspx?drugid=172380&drugname=Eligard-6-month-subcutaneous
Eligard 7.5 Mg (1 Month) Subcutaneous Syringe,https://www.webmd.com/drugs/drugreview-63244-Eligard-subcutaneous.aspx?drugid=63244&drugname=Eligard-subcutaneous
Eligard 22.5 Mg (3 Month) Subcutaneous Syringe,https://www.webmd.com/drugs/drugreview-172379-Eligard-3-month-subcutaneous.aspx?drugid=172379&drugname=Eligard-3-month-subcutaneous
Leuprolide ACETATE Vial,https://www.webmd.com/drugs/drugreview-6889-leuprolide-subcutaneous.aspx?drugid=6889&drugname=leuprolide-subcutaneous
Elitek Vial,https://www.webmd.com/drugs/drugreview-64029-Elitek-intravenous.aspx?drugid=64029&drugname=Elitek-intravenous
Diluent For Elitek Ampul,https://www.webmd.com/drugs/drugreview-174386-Diluent-For-Elitek-1-mL-1-5-mg-intravenous.aspx?drugid=174386&drugname=Diluent-For-Elitek-1-mL-1-5-mg-intravenous
Diluent For Rasburicase (Pol) Solution,https://www.webmd.com/drugs/drugreview-174376-diluent-for-rasburicase-poloxamer-188-intravenous.aspx?drugid=174376&drugname=diluent-for-rasburicase-poloxamer-188-intravenous
"Rasburicase Solution, Reconstituted (Recon Soln)",https://www.webmd.com/drugs/drugreview-64024-rasburicase-intravenous.aspx?drugid=64024&drugname=rasburicase-intravenous
Ellence ,https://www.webmd.com/drugs/drugreview-17712-Ellence-intravenous.aspx?drugid=17712&drugname=Ellence-intravenous
