Drug,URL
Clonidine Hcl W/Chlorthalidone Tablet,https://www.webmd.com/drugs/drugreview-53693-Clonidine-HCl-W-Chlorthalidone-oral.aspx?drugid=53693&drugname=Clonidine-HCl-W-Chlorthalidone-oral
clevidipine,https://www.webmd.com/drugs/drugreview-151180-clevidipine-intravenous.aspx?drugid=151180&drugname=clevidipine-intravenous
Cleviprex,https://www.webmd.com/drugs/drugreview-151192-Cleviprex-intravenous.aspx?drugid=151192&drugname=Cleviprex-intravenous
Corlopam,https://www.webmd.com/drugs/drugreview-5653-Corlopam-intravenous.aspx?drugid=5653&drugname=Corlopam-intravenous
Diltiazem,https://www.webmd.com/drugs/drugreview-7476-diltiazem-HCl-bulk.aspx?drugid=7476&drugname=diltiazem-HCl-bulk
Diltiazem Hcl,https://www.webmd.com/drugs/drugreview-3783-diltiazem-oral.aspx?drugid=3783&drugname=diltiazem-oral
Diltiazem Hcl Vial,https://www.webmd.com/drugs/drugreview-5232-diltiazem-intravenous.aspx?drugid=5232&drugname=diltiazem-intravenous
"Diltiazem HCL-0.9 % Nacl Plastic Bag, Injection",https://www.webmd.com/drugs/drugreview-155121-diltiazem-HCl-in-0-9-sodium-chloride-intravenous.aspx?drugid=155121&drugname=diltiazem-HCl-in-0-9-sodium-chloride-intravenous
Diltiazem-malate,https://www.webmd.com/drugs/drugreview-7236-diltiazem-malate-oral.aspx?drugid=7236&drugname=diltiazem-malate-oral
Diovan HCT,https://www.webmd.com/drugs/drugreview-7194-Diovan-HCT-oral.aspx?drugid=7194&drugname=Diovan-HCT-oral
Diovan,https://www.webmd.com/drugs/drugreview-6314-Diovan-oral.aspx?drugid=6314&drugname=Diovan-oral
"Dynacirc CR Tablet, Extended Release 24 Hr",https://www.webmd.com/drugs/drugreview-2352-DynaCirc-CR-oral.aspx?drugid=2352&drugname=DynaCirc-CR-oral
Edarbi,https://www.webmd.com/drugs/drugreview-155419-Edarbi-oral.aspx?drugid=155419&drugname=Edarbi-oral
Edarbyclor,https://www.webmd.com/drugs/drugreview-159144-Edarbyclor-oral.aspx?drugid=159144&drugname=Edarbyclor-oral
Enalapril-diltiazem,https://www.webmd.com/drugs/drugreview-5318-enalapril-diltiazem-oral.aspx?drugid=5318&drugname=enalapril-diltiazem-oral
Enalapril-maleate-felodipine,https://www.webmd.com/drugs/drugreview-14750-enalapril-maleate-felodipine-oral.aspx?drugid=14750&drugname=enalapril-maleate-felodipine-oral
Enalapril-maleate Oral,https://www.webmd.com/drugs/drugreview-6301-enalapril-maleate-oral.aspx?drugid=6301&drugname=enalapril-maleate-oral
Enalapril-malate,https://www.webmd.com/drugs/drugreview-78323-enalapril-maleate-bulk.aspx?drugid=78323&drugname=enalapril-maleate-bulk
Eplerenone,https://www.webmd.com/drugs/drugreview-64218-eplerenone-oral.aspx?drugid=64218&drugname=eplerenone-oral
Eprosartan MESYLATE,https://www.webmd.com/drugs/drugreview-17555-eprosartan-oral.aspx?drugid=17555&drugname=eprosartan-oral
Hydrochlorothiazide,https://www.webmd.com/drugs/drugreview-5310-hydrochlorothiazide-oral.aspx?drugid=5310&drugname=hydrochlorothiazide-oral
Irbesartan-Hydrochlorothiazide,https://www.webmd.com/drugs/drugreview-17200-irbesartan-hydrochlorothiazide-oral.aspx?drugid=17200&drugname=irbesartan-hydrochlorothiazide-oral
Benazepril-Hydrochlorothiazide,https://www.webmd.com/drugs/drugreview-2069-benazepril-hydrochlorothiazide-oral.aspx?drugid=2069&drugname=benazepril-hydrochlorothiazide-oral
Methyldopa-Hydrochlorothiazide,https://www.webmd.com/drugs/drugreview-2675-methyldopa-hydrochlorothiazide-oral.aspx?drugid=2675&drugname=methyldopa-hydrochlorothiazide-oral
Fosinopril-Hydrochlorothiazide,https://www.webmd.com/drugs/drugreview-2447-fosinopril-hydrochlorothiazide-oral.aspx?drugid=2447&drugname=fosinopril-hydrochlorothiazide-oral
Losartan-Hydrochlorothiazide,https://www.webmd.com/drugs/drugreview-2626-losartan-hydrochlorothiazide-oral.aspx?drugid=2626&drugname=losartan-hydrochlorothiazide-oral
Enalapril-Hydrochlorothiazide,https://www.webmd.com/drugs/drugreview-2359-enalapril-hydrochlorothiazide-oral.aspx?drugid=2359&drugname=enalapril-hydrochlorothiazide-oral
Lisinopril-Hydrochlorothiazide,https://www.webmd.com/drugs/drugreview-2622-lisinopril-hydrochlorothiazide-oral.aspx?drugid=2622&drugname=lisinopril-hydrochlorothiazide-oral
Olmesartan-Hydrochlorothiazide,https://www.webmd.com/drugs/drugreview-76390-olmesartan-hydrochlorothiazide-oral.aspx?drugid=76390&drugname=olmesartan-hydrochlorothiazide-oral
Quinapril-Hydrochlorothiazide,https://www.webmd.com/drugs/drugreview-3517-quinapril-hydrochlorothiazide-oral.aspx?drugid=3517&drugname=quinapril-hydrochlorothiazide-oral
Inspra,https://www.webmd.com/drugs/drugreview-77809-Inspra-oral.aspx?drugid=77809&drugname=Inspra-oral
Lexxel,https://www.webmd.com/drugs/drugreview-16147-Lexxel-oral.aspx?drugid=16147&drugname=Lexxel-oral
Lisinopril,https://www.webmd.com/drugs/drugreview-6873-lisinopril-oral.aspx?drugid=6873&drugname=lisinopril-oral
Lisinopril Solution,https://www.webmd.com/drugs/drugreview-6873-lisinopril-oral.aspx?drugid=6873&drugname=lisinopril-oral
Lisinopril (Bulk) 100 % Powder,https://www.webmd.com/drugs/drugreview-150541-lisinopril-bulk.aspx?drugid=150541&drugname=lisinopril-bulk
Lisinopril-Dietary Supp #10 Combination Package,https://www.webmd.com/drugs/drugreview-144279-lisinopril-dietary-supp-10-oral.aspx?drugid=144279&drugname=lisinopril-dietary-supp-10-oral
Mavik,https://www.webmd.com/drugs/drugreview-12566-Mavik-oral.aspx?drugid=12566&drugname=Mavik-oral
Metoprolol Succinate,https://www.webmd.com/drugs/drugreview-8814-metoprolol-succinate-oral.aspx?drugid=8814&drugname=metoprolol-succinate-oral
Metoprolol SUCCINATE ER-HCTZ,https://www.webmd.com/drugs/drugreview-159107-metoprolol-succinate-hydrochlorothiazide-oral.aspx?drugid=159107&drugname=metoprolol-succinate-hydrochlorothiazide-oral
Micardis HCT,https://www.webmd.com/drugs/drugreview-20318-Micardis-HCT-oral.aspx?drugid=20318&drugname=Micardis-HCT-oral
Microzide,https://www.webmd.com/drugs/drugreview-14634-Microzide-oral.aspx?drugid=14634&drugname=Microzide-oral
Olmesartan-amlodipine,https://www.webmd.com/drugs/drugreview-154436-olmesartan-amlodipine-hydrochlorothiazide-oral.aspx?drugid=154436&drugname=olmesartan-amlodipine-hydrochlorothiazide-oral
Olmesartan MEDOXOMIL,https://www.webmd.com/drugs/drugreview-63172-olmesartan-oral.aspx?drugid=63172&drugname=olmesartan-oral
Perindopril-amlodipine,https://www.webmd.com/drugs/drugreview-157991-perindopril-amlodipine-oral.aspx?drugid=157991&drugname=perindopril-amlodipine-oral
Perindopril-erbumine,https://www.webmd.com/drugs/drugreview-11247-perindopril-erbumine-oral.aspx?drugid=11247&drugname=perindopril-erbumine-oral
Pindolol,https://www.webmd.com/drugs/drugreview-14386-pindolol-oral.aspx?drugid=14386&drugname=pindolol-oral
Pindolol Powder,https://www.webmd.com/drugs/drugreview-8231-pindolol-bulk.aspx?drugid=8231&drugname=pindolol-bulk
Posicor,https://www.webmd.com/drugs/drugreview-3605-Posicor-oral.aspx?drugid=3605&drugname=Posicor-oral
Prestalia,https://www.webmd.com/drugs/drugreview-169332-Prestalia-oral.aspx?drugid=169332&drugname=Prestalia-oral
Prinivil,https://www.webmd.com/drugs/drugreview-6993-Prinivil-oral.aspx?drugid=6993&drugname=Prinivil-oral
Teczem,https://www.webmd.com/drugs/drugreview-5255-Teczem-oral.aspx?drugid=5255&drugname=Teczem-oral
Tekamlo,https://www.webmd.com/drugs/drugreview-154590-Tekamlo-oral.aspx?drugid=154590&drugname=Tekamlo-oral
Tekturna,https://www.webmd.com/drugs/drugreview-147683-Tekturna-oral.aspx?drugid=147683&drugname=Tekturna-oral
Tekturna HCT,https://www.webmd.com/drugs/drugreview-149976-Tekturna-HCT-oral.aspx?drugid=149976&drugname=Tekturna-HCT-oral
Telmisartan,https://www.webmd.com/drugs/drugreview-16800-telmisartan-oral.aspx?drugid=16800&drugname=telmisartan-oral
Telmisartan-Hydrochlorothiazid,https://www.webmd.com/drugs/drugreview-20317-telmisartan-hydrochlorothiazide-oral.aspx?drugid=20317&drugname=telmisartan-hydrochlorothiazide-oral
Telmisartan-Amlodipine,https://www.webmd.com/drugs/drugreview-153181-telmisartan-amlodipine-oral.aspx?drugid=153181&drugname=telmisartan-amlodipine-oral
Teveten,https://www.webmd.com/drugs/drugreview-17572-Teveten-oral.aspx?drugid=17572&drugname=Teveten-oral
Teveten HCT,https://www.webmd.com/drugs/drugreview-64640-Teveten-HCT-oral.aspx?drugid=64640&drugname=Teveten-HCT-oral
Tiazac,https://www.webmd.com/drugs/drugreview-1504-Tiazac-oral.aspx?drugid=1504&drugname=Tiazac-oral
Toprol XL,https://www.webmd.com/drugs/drugreview-9548-Toprol-XL-oral.aspx?drugid=9548&drugname=Toprol-XL-oral
Trandolapril,https://www.webmd.com/drugs/drugreview-12430-trandolapril-oral.aspx?drugid=12430&drugname=trandolapril-oral
Trandolapril-Verapamil ER,https://www.webmd.com/drugs/drugreview-14338-trandolapril-verapamil-oral.aspx?drugid=14338&drugname=trandolapril-verapamil-oral
Tribenzor,https://www.webmd.com/drugs/drugreview-154439-Tribenzor-oral.aspx?drugid=154439&drugname=Tribenzor-oral
Valsartan,https://www.webmd.com/drugs/drugreview-849-valsartan-oral.aspx?drugid=849&drugname=valsartan-oral
Valsartan-Hydrochlorothiazide,https://www.webmd.com/drugs/drugreview-7195-valsartan-hydrochlorothiazide-oral.aspx?drugid=7195&drugname=valsartan-hydrochlorothiazide-oral
Amlodipine-Valsartan,https://www.webmd.com/drugs/drugreview-148561-amlodipine-valsartan-oral.aspx?drugid=148561&drugname=amlodipine-valsartan-oral
Nebivolol-Valsartan Tablet,https://www.webmd.com/drugs/drugreview-171994-nebivolol-valsartan-oral.aspx?drugid=171994&drugname=nebivolol-valsartan-oral
Sacubitril-Valsartan Tablet,https://www.webmd.com/drugs/drugreview-169235-sacubitril-valsartan-oral.aspx?drugid=169235&drugname=sacubitril-valsartan-oral
AMLODIPINE-VALSARTAN-HCTZ,https://www.webmd.com/drugs/drugreview-152357-amlodipine-valsartan-hydrochlorothiazide-oral.aspx?drugid=152357&drugname=amlodipine-valsartan-hydrochlorothiazide-oral
Verapamil ER,https://www.webmd.com/drugs/drugreview-7086-verapamil-oral.aspx?drugid=7086&drugname=verapamil-oral
Verapamil HCL,https://www.webmd.com/drugs/drugreview-7086-verapamil-oral.aspx?drugid=7086&drugname=verapamil-oral
Verapamil (Bulk) 100 % Powder,https://www.webmd.com/drugs/drugreview-78416-verapamil-bulk.aspx?drugid=78416&drugname=verapamil-bulk
Verapamil HCL Vial,https://www.webmd.com/drugs/drugreview-8546-verapamil-intravenous.aspx?drugid=8546&drugname=verapamil-intravenous
"Verapamil ER Capsule, Extended Release Pellets 24 Hr",https://www.webmd.com/drugs/drugreview-7086-verapamil-oral.aspx?drugid=7086&drugname=verapamil-oral
Zestril,https://www.webmd.com/drugs/drugreview-7101-Zestril-oral.aspx?drugid=7101&drugname=Zestril-oral
