Drug,URL
Precose,https://www.webmd.com/drugs/drugreview-5250-Precose-oral.aspx?drugid=5250&drugname=Precose-oral
Qtern,https://www.webmd.com/drugs/drugreview-174355-Qtern-oral.aspx?drugid=174355&drugname=Qtern-oral
Saxagliptin Tablet,https://www.webmd.com/drugs/drugreview-152751-saxagliptin-oral.aspx?drugid=152751&drugname=saxagliptin-oral
"Saxagliptin-Metformin Tablet, Extended Release Multiphase 24 Hr (Tablet, ER Hr)",https://www.webmd.com/drugs/drugreview-154914-saxagliptin-metformin-oral.aspx?drugid=154914&drugname=saxagliptin-metformin-oral
semaglutide,https://www.webmd.com/drugs/drugreview-174490-semaglutide-subcutaneous.aspx?drugid=174490&drugname=semaglutide-subcutaneous
Simvastatin,https://www.webmd.com/drugs/drugreview-6105-simvastatin-oral.aspx?drugid=6105&drugname=simvastatin-oral
Sitagliptin-Simvastatin Tablet,https://www.webmd.com/drugs/drugreview-157670-sitagliptin-simvastatin-oral.aspx?drugid=157670&drugname=sitagliptin-simvastatin-oral
Simvastatin (Bulk) 100 % Powder,https://www.webmd.com/drugs/drugreview-146680-simvastatin-bulk.aspx?drugid=146680&drugname=simvastatin-bulk
Ezetimibe-Simvastatin Tablet,https://www.webmd.com/drugs/drugreview-91437-ezetimibe-simvastatin-oral.aspx?drugid=91437&drugname=ezetimibe-simvastatin-oral
"Niacin-Simvastatin Tablet, Extended Release Multiphase 24 Hr (Tablet, ER Hr)",https://www.webmd.com/drugs/drugreview-150081-niacin-simvastatin-oral.aspx?drugid=150081&drugname=niacin-simvastatin-oral
Sitagliptin Tablet,https://www.webmd.com/drugs/drugreview-145697-sitagliptin-oral.aspx?drugid=145697&drugname=sitagliptin-oral
Sitagliptin-Metformin Tablet,https://www.webmd.com/drugs/drugreview-148063-sitagliptin-metformin-oral.aspx?drugid=148063&drugname=sitagliptin-metformin-oral
Steglatro,https://www.webmd.com/drugs/drugreview-174602-Steglatro-oral.aspx?drugid=174602&drugname=Steglatro-oral
Symlin,https://www.webmd.com/drugs/drugreview-92973-Symlin-subcutaneous.aspx?drugid=92973&drugname=Symlin-subcutaneous
Synjardy,https://www.webmd.com/drugs/drugreview-169678-Synjardy-oral.aspx?drugid=169678&drugname=Synjardy-oral
Synjardy XR,https://www.webmd.com/drugs/drugreview-173445-Synjardy-XR-oral.aspx?drugid=173445&drugname=Synjardy-XR-oral
Tanzeum,https://www.webmd.com/drugs/drugreview-166388-Tanzeum-subcutaneous.aspx?drugid=166388&drugname=Tanzeum-subcutaneous
Tradjenta,https://www.webmd.com/drugs/drugreview-155820-Tradjenta-oral.aspx?drugid=155820&drugname=Tradjenta-oral
Tresiba Vial,https://www.webmd.com/drugs/drugreview-176683-Tresiba-U-100-Insulin-subcutaneous.aspx?drugid=176683&drugname=Tresiba-U-100-Insulin-subcutaneous
Tresiba Flextouch U-100 Insulin Pen,https://www.webmd.com/drugs/drugreview-170029-Tresiba-FlexTouch-U-100-subcutaneous.aspx?drugid=170029&drugname=Tresiba-FlexTouch-U-100-subcutaneous
Tresiba Flextouch U-200 Insulin Pen,https://www.webmd.com/drugs/drugreview-170030-Tresiba-FlexTouch-U-200-subcutaneous.aspx?drugid=170030&drugname=Tresiba-FlexTouch-U-200-subcutaneous
Trulicity,https://www.webmd.com/drugs/drugreview-167025-Trulicity-subcutaneous.aspx?drugid=167025&drugname=Trulicity-subcutaneous
Victoza Pen Injector,https://www.webmd.com/drugs/drugreview-153568-Victoza-subcutaneous.aspx?drugid=153568&drugname=Victoza-subcutaneous
Victoza 2-Pak Pen Injector,https://www.webmd.com/drugs/drugreview-163054-Victoza-2-Pak-subcutaneous.aspx?drugid=163054&drugname=Victoza-2-Pak-subcutaneous
Victoza 3-Pak Pen Injector,https://www.webmd.com/drugs/drugreview-164535-Victoza-3-Pak-subcutaneous.aspx?drugid=164535&drugname=Victoza-3-Pak-subcutaneous
Welchol,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral
Xigduo XR,https://www.webmd.com/drugs/drugreview-167199-Xigduo-XR-oral.aspx?drugid=167199&drugname=Xigduo-XR-oral
Xultophy 100-3.6 Insulin Pen,https://www.webmd.com/drugs/drugreview-172911-Xultophy-100-3-6-subcutaneous.aspx?drugid=172911&drugname=Xultophy-100-3-6-subcutaneous
