Drug,URL
doxycycline calcium Syrup,https://www.webmd.com/drugs/drugreview-14449-doxycycline-calcium-syrup.aspx?drugid=14449&drugname=doxycycline-calcium-syrup
Effexor XR,https://www.webmd.com/drugs/drugreview-4896-effexor-xr.aspx?drugid=4896&drugname=effexor-xr
Flagyl,https://www.webmd.com/drugs/drugreview-7644-flagyl.aspx?drugid=7644&drugname=flagyl
gabapentin,https://www.webmd.com/drugs/drugreview-14208-gabapentin.aspx?drugid=14208&drugname=gabapentin
hydrochlorothiazide,https://www.webmd.com/drugs/drugreview-5310-hydrochlorothiazide.aspx?drugid=5310&drugname=hydrochlorothiazide
hydrocodone-acetaminophen,https://www.webmd.com/drugs/drugreview-251-hydrocodone-acetaminophen.aspx?drugid=251&drugname=hydrocodone-acetaminophen
hydroxyzine HCl,https://www.webmd.com/drugs/drugreview-7681-hydroxyzine-hcl.aspx?drugid=7681&drugname=hydroxyzine-hcl
ibuprofen,https://www.webmd.com/drugs/drugreview-5166-ibuprofen.aspx?drugid=5166&drugname=ibuprofen
Keflex,https://www.webmd.com/drugs/drugreview-6859-keflex.aspx?drugid=6859&drugname=keflex
Keppra,https://www.webmd.com/drugs/drugreview-18053-keppra.aspx?drugid=18053&drugname=keppra
Levaquin,https://www.webmd.com/drugs/drugreview-14492-levaquin.aspx?drugid=14492&drugname=levaquin
levothyroxine SODIUM,https://www.webmd.com/drugs/drugreview-1433-levothyroxine-sodium.aspx?drugid=1433&drugname=levothyroxine-sodium
Lexapro,https://www.webmd.com/drugs/drugreview-63990-lexapro.aspx?drugid=63990&drugname=lexapro
Lipitor,https://www.webmd.com/drugs/drugreview-3330-lipitor.aspx?drugid=3330&drugname=lipitor
lisinopril,https://www.webmd.com/drugs/drugreview-6873-lisinopril.aspx?drugid=6873&drugname=lisinopril
lorazepam,https://www.webmd.com/drugs/drugreview-8892-lorazepam.aspx?drugid=8892&drugname=lorazepam
losartan POTASSIUM,https://www.webmd.com/drugs/drugreview-6616-losartan-potassium.aspx?drugid=6616&drugname=losartan-potassium
Lyrica,https://www.webmd.com/drugs/drugreview-93965-lyrica.aspx?drugid=93965&drugname=lyrica
Macrobid,https://www.webmd.com/drugs/drugreview-14376-macrobid.aspx?drugid=14376&drugname=macrobid
meloxicam,https://www.webmd.com/drugs/drugreview-911-meloxicam.aspx?drugid=911&drugname=meloxicam
methadone HCL,https://www.webmd.com/drugs/drugreview-2671-methadone-hcl.aspx?drugid=2671&drugname=methadone-hcl
methocarbamol,https://www.webmd.com/drugs/drugreview-8677-methocarbamol.aspx?drugid=8677&drugname=methocarbamol
methylprednisolone,https://www.webmd.com/drugs/drugreview-6470-methylprednisolone.aspx?drugid=6470&drugname=methylprednisolone
metronidazole,https://www.webmd.com/drugs/drugreview-6426-metronidazole.aspx?drugid=6426&drugname=metronidazole
Mobic,https://www.webmd.com/drugs/drugreview-18173-mobic.aspx?drugid=18173&drugname=mobic
morphine SULFATE,https://www.webmd.com/drugs/drugreview-327-morphine-sulfate.aspx?drugid=327&drugname=morphine-sulfate
nabumetone,https://www.webmd.com/drugs/drugreview-7005-nabumetone.aspx?drugid=7005&drugname=nabumetone
Namenda Solution,https://www.webmd.com/drugs/drugreview-77936-namenda.aspx?drugid=77936&drugname=namenda
Neurontin,https://www.webmd.com/drugs/drugreview-9845-neurontin.aspx?drugid=9845&drugname=neurontin
nortriptyline HCL,https://www.webmd.com/drugs/drugreview-10710-nortriptyline-hcl.aspx?drugid=10710&drugname=nortriptyline-hcl
OxyContin,https://www.webmd.com/drugs/drugreview-2798-oxycontin.aspx?drugid=2798&drugname=oxycontin
pantoprazole SODIUM,https://www.webmd.com/drugs/drugreview-17633-pantoprazole-sodium.aspx?drugid=17633&drugname=pantoprazole-sodium
Percocet,https://www.webmd.com/drugs/drugreview-7277-percocet.aspx?drugid=7277&drugname=percocet
phentermine HCL,https://www.webmd.com/drugs/drugreview-4151-phentermine-hcl.aspx?drugid=4151&drugname=phentermine-hcl
Plaquenil,https://www.webmd.com/drugs/drugreview-6986-plaquenil.aspx?drugid=6986&drugname=plaquenil
Plavix,https://www.webmd.com/drugs/drugreview-5869-plavix.aspx?drugid=5869&drugname=plavix
Pradaxa,https://www.webmd.com/drugs/drugreview-154839-pradaxa.aspx?drugid=154839&drugname=pradaxa
pravastatin SODIUM,https://www.webmd.com/drugs/drugreview-6989-pravastatin-sodium.aspx?drugid=6989&drugname=pravastatin-sodium
prednisone,https://www.webmd.com/drugs/drugreview-6007-prednisone.aspx?drugid=6007&drugname=prednisone
Prilosec OTC,https://www.webmd.com/drugs/drugreview-77588-prilosec-otc.aspx?drugid=77588&drugname=prilosec-otc
promethazine HCL,https://www.webmd.com/drugs/drugreview-8895-promethazine-hcl.aspx?drugid=8895&drugname=promethazine-hcl
Protonix,https://www.webmd.com/drugs/drugreview-18142-protonix.aspx?drugid=18142&drugname=protonix
Prozac,https://www.webmd.com/drugs/drugreview-6997-prozac.aspx?drugid=6997&drugname=prozac
Risperdal,https://www.webmd.com/drugs/drugreview-9846-risperdal.aspx?drugid=9846&drugname=risperdal
Ritalin,https://www.webmd.com/drugs/drugreview-9475-ritalin.aspx?drugid=9475&drugname=ritalin
Savella,https://www.webmd.com/drugs/drugreview-152224-savella.aspx?drugid=152224&drugname=savella
Seroquel,https://www.webmd.com/drugs/drugreview-4718-seroquel.aspx?drugid=4718&drugname=seroquel
simvastatin,https://www.webmd.com/drugs/drugreview-6105-simvastatin.aspx?drugid=6105&drugname=simvastatin
Synthroid,https://www.webmd.com/drugs/drugreview-7033-synthroid.aspx?drugid=7033&drugname=synthroid
Toprol XL,https://www.webmd.com/drugs/drugreview-9548-toprol-xl.aspx?drugid=9548&drugname=toprol-xl
tramadol HCL,https://www.webmd.com/drugs/drugreview-4398-tramadol-hcl.aspx?drugid=4398&drugname=tramadol-hcl
trazodone HCL,https://www.webmd.com/drugs/drugreview-11188-trazodone-hcl.aspx?drugid=11188&drugname=trazodone-hcl
Valium,https://www.webmd.com/drugs/drugreview-11116-valium.aspx?drugid=11116&drugname=valium
Valtrex,https://www.webmd.com/drugs/drugreview-14126-valtrex.aspx?drugid=14126&drugname=valtrex
Vicodin ES,https://www.webmd.com/drugs/drugreview-15915-vicodin-es.aspx?drugid=15915&drugname=vicodin-es
Vyvanse,https://www.webmd.com/drugs/drugreview-148324-vyvanse.aspx?drugid=148324&drugname=vyvanse
Wellbutrin XL,https://www.webmd.com/drugs/drugreview-76851-wellbutrin-xl.aspx?drugid=76851&drugname=wellbutrin-xl
Xanax,https://www.webmd.com/drugs/drugreview-9824-xanax.aspx?drugid=9824&drugname=xanax
Zofran,https://www.webmd.com/drugs/drugreview-30-zofran.aspx?drugid=30&drugname=zofran
